时间,UNIT3:HNA00AA001AXQ01数值,UNIT3:HNA00AA001AXQ01状态,UNIT3:HNA00AA001BXQ01数值,UNIT3:HNA00AA001BXQ01状态,UNIT3:HNA00AA002AXQ01数值,UNIT3:HNA00AA002AXQ01状态,UNIT3:HNA00AA002BXQ01数值,UNIT3:HNA00AA002BXQ01状态,
	2016-3-30 09:00:00,	100,	0x0000,	100,	0x0000,	84,	0x0000,	84,	0x0000,
	2016-3-30 09:10:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 09:20:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 09:30:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 09:40:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 09:50:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:00:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:10:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:20:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:30:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:40:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 10:50:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 11:00:00,	100,	0x0000,	100,	0x0000,	60,	0x0000,	60,	0x0000,
	2016-3-30 11:10:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-30 11:20:00,	100,	0x0000,	100,	0x0000,	88,	0x0000,	88,	0x0000,
	2016-3-30 11:30:00,	100,	0x0000,	100,	0x0000,	68,	0x0000,	68,	0x0000,
	2016-3-30 11:40:00,	100,	0x0000,	100,	0x0000,	68,	0x0000,	68,	0x0000,
	2016-3-30 11:50:00,	100,	0x0000,	100,	0x0000,	68,	0x0000,	68,	0x0000,
	2016-3-30 12:00:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-30 12:10:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-30 12:20:00,	72,	0x0000,	72,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 12:30:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-30 12:40:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-30 12:50:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 13:00:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 13:10:00,	100,	0x0000,	100,	0x0000,	72,	0x0000,	72,	0x0000,
	2016-3-30 13:20:00,	100,	0x0000,	100,	0x0000,	72,	0x0000,	72,	0x0000,
	2016-3-30 13:30:00,	100,	0x0000,	100,	0x0000,	72,	0x0000,	72,	0x0000,
	2016-3-30 13:40:00,	100,	0x0000,	100,	0x0000,	72,	0x0000,	72,	0x0000,
	2016-3-30 13:50:00,	100,	0x0000,	100,	0x0000,	72,	0x0000,	72,	0x0000,
	2016-3-30 14:00:00,	100,	0x0000,	100,	0x0000,	60,	0x0000,	60,	0x0000,
	2016-3-30 14:10:00,	100,	0x0000,	100,	0x0000,	60,	0x0000,	60,	0x0000,
	2016-3-30 14:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 14:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 14:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 14:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 15:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 16:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 17:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 18:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 19:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:20:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:30:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:40:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 20:50:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 21:00:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 21:10:00,	100,	0x0000,	100,	0x0000,	76,	0x0000,	76,	0x0000,
	2016-3-30 21:20:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 21:30:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 21:40:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 21:50:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:00:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:10:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:20:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:30:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:40:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 22:50:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:00:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:10:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:20:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:30:00,	70,	0x0000,	70,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-30 23:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 00:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 01:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 02:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 03:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:40:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 04:50:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 05:00:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 05:10:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 05:20:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 05:30:00,	62,	0x0000,	66,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 05:40:00,	100,	0x0000,	100,	0x0000,	73,	0x0000,	73,	0x0000,
	2016-3-31 05:50:00,	100,	0x0000,	100,	0x0000,	93,	0x0000,	93,	0x0000,
	2016-3-31 06:00:00,	100,	0x0000,	100,	0x0000,	77,	0x0000,	77,	0x0000,
	2016-3-31 06:10:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 06:20:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 06:30:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 06:40:00,	80,	0x0000,	80,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 06:50:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 07:00:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 07:10:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 07:20:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 07:30:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 07:40:00,	100,	0x0000,	100,	0x0000,	68,	0x0000,	68,	0x0000,
	2016-3-31 07:50:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 08:00:00,	100,	0x0000,	100,	0x0000,	100,	0x0000,	100,	0x0000,
	2016-3-31 08:10:00,	100,	0x0000,	100,	0x0000,	90,	0x0000,	90,	0x0000,
	2016-3-31 08:20:00,	100,	0x0000,	100,	0x0000,	85,	0x0000,	85,	0x0000,
	2016-3-31 08:30:00,	100,	0x0000,	100,	0x0000,	85,	0x0000,	85,	0x0000,
	2016-3-31 08:40:00,	100,	0x0000,	100,	0x0000,	85,	0x0000,	85,	0x0000,
	2016-3-31 08:50:00,	100,	0x0000,	100,	0x0000,	85,	0x0000,	85,	0x0000,
	2016-3-31 09:00:00,	100,	0x0000,	100,	0x0000,	75,	0x0000,	75,	0x0000,
	2016-3-31 09:10:00,	100,	0x0000,	100,	0x0000,	75,	0x0000,	75,	0x0000,
	2016-3-31 09:20:00,	100,	0x0000,	100,	0x0000,	67,	0x0000,	67,	0x0000,
	2016-3-31 09:30:00,	100,	0x0000,	100,	0x0000,	67,	0x0000,	66,	0x0000,
	2016-3-31 09:40:00,	100,	0x0000,	100,	0x0000,	67,	0x0000,	66,	0x0000,
	2016-3-31 09:50:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 10:00:00,	100,	0x0000,	100,	0x0000,	62,	0x0000,	62,	0x0000,
	2016-3-31 10:10:00,	100,	0x0000,	100,	0x0000,	62,	0x0000,	62,	0x0000,
	2016-3-31 10:20:00,	100,	0x0000,	100,	0x0000,	62,	0x0000,	62,	0x0000,
	2016-3-31 10:30:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 10:40:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 10:50:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:00:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:10:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:20:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:30:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:40:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 11:50:00,	100,	0x0000,	100,	0x0000,	64,	0x0000,	64,	0x0000,
	2016-3-31 12:00:00,	100,	0x0000,	100,	0x0000,	66,	0x0000,	66,	0x0000,
	2016-3-31 12:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 12:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 12:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 12:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 12:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 13:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 14:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 15:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 16:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 16:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 16:20:00,	100,	0x0000,	100,	0x0000,	82,	0x0000,	82,	0x0000,
	2016-3-31 16:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 16:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 16:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 17:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 18:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 19:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:30:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:40:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 20:50:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 21:00:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 21:10:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 21:20:00,	100,	0x0000,	100,	0x0000,	70,	0x0000,	70,	0x0000,
	2016-3-31 21:30:00,	100,	0x0000,	100,	0x0000,	61,	0x0000,	61,	0x0000,
	2016-3-31 21:40:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 21:50:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:00:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:10:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:20:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:30:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:40:00,	100,	0x0000,	100,	0x0000,	65,	0x0000,	65,	0x0000,
	2016-3-31 22:50:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:00:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:10:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:20:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:30:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:40:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
	2016-3-31 23:50:00,	100,	0x0000,	100,	0x0000,	80,	0x0000,	80,	0x0000,
